script_id,turn_no,content,pattern_id,pattern_label
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",477,"You can suggest it away only when the symptom has become ... well, you have to do more than just suggest it away.",ERICKSON_REFRAMING_INTERRUPTION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",478,"You can ask a person to lose his headache. Now when you stop to consider, what happens to the headache? You lose it. You can suggest that he lose it now instead of three hours from now. If he goes to bed and sleeps for an hour, he'll lose his headache. He can go into a trance and you tell him to lose his headache; he comes out of the trance with his headache gone. Three hours later he's not going to develop it. But if you'd left him alone in the ordinary waking state, he would have kept on with his headache until it came time to lose it.",ERICKSON_TEMPORAL_DISPLACEMENT,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",479,"I have heard it said, ""Cured of smoking, took up eating; cured of eating, took up drinking; cured of drinking, took up heroin; cured of heroin, took up a depression."" Well, of course that's a fabricated history and it's false. The patient would have returned to smoking.",ERICKSON_CLINICAL_REALISM,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",480,"Yes. I can think of one retired soldier, aged 70. At age 56 he had developed tic douloureux. He had a couple of operations - I saw the scars - and he described the alcohol injections with ganglion ... what's the name of that ganglion? For tic douloureux? That was when he was 56. Every time his face healed up, he had the operation; and the alcoholinjections would last about six months. Then his tic douloureux would start. As the man sat here, I had a pole light in the corner there and I watched his eyes. As he was talking, explaining how he had that pain almost continuously, the stabbing pain, I noticed his pupils dilating, contracting. I noticed the catch in his breath when I would see the dilation ofthe pupil. I noticed the twitching in his face on the right side. That accompanied the dilation of the pupil and the catch in his breath. So when the man said he was suffering pain, I thought he was. But in the trance state, I explained to him that I thought the pain he was suffering was a habitual misinterpretation, a rhythmical, habitual misinterpretation of the ordinary sensations of the face. That he was a victim of body learning, a conditioned response. I suggested he lose the pain. When he died seven years later, he was still free of that tic douloureux pain.",ERICKSON_REFRAMING_PHYSIOLOGICAL_UTILIZATION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",481,"No, but I gave him a chance to understand that he had a habitual misinterpretation. Once he got that understanding, he could direct his attention against pain development. As he said, his nose didn't seem to belong to him. His face didn't seem to belong to him. Then very shortly everything felt normal.",ERICKSON_DISSOCIATION_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",483,"I didn't even have to rattle it. Then I began to just wonder if I would come over and rattle it. You produce a change in a phobic response in the trance state, not as a means of correcting the phobia, but as a means of teaching the patient that the phobia can be removed. The person with a phobia has an absolute conviction; ""This is the way life is; it's unchanging. I'll always, always, always have this fear; and nothing can change it. I'm helpless. Everybody else is helpless. There is nothing I can do."" Your therapeutic efforts run up against that brick wall. In the trance state, in some circuitous way, you circumvent the phobia, and then the patient says, ""But I am the same person and I can be free of the phobia."" Then they start looking for and accepting any therapy that would correct the phobia. But previously, because of their absolute belief, they wouldn't do it. Take one thing I do with these paranoid type of people: They tell me that this is the only way you can view certain things. So I let them educate me to that effect until they are absolutely convinced that I understand there is just this one view possible. And then I raise with them the question of planting 10 trees in five straight rows, four trees in each row, and they promptly tell me five straight rows, four trees in each row would be 20 trees, and so I merely arouse their antagonism and make them go way out on a limb proving that, and thinking I'm all wrong. And then, having done that, I point out to them there's always a different way of viewing anything, no matter how absolute it is. Then I diagram how you can have five rows of four trees each with only 10 trees. Well, that is established with the same absolutism as their paranoid ideas. Then they have to view their paranoid ideas from a different point of view.",ERICKSON_COGNITIVE_RESTRUCTURING_METAPHOR,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",485,"First of all, a few comments on the patient I just finished seeing. He's got to take the state board medical examination. He has flunked it twice. It's absolutely imperative that he pass it. He completes about two-thirds of it, does beautifully, and then he gets uncomfortable, frightened, and panicked, and he quits. Now he didn't want to see me, because he couldn't bother seeing me when I was in his home town. Now he's coming a thousand miles to see me. He's got to be back home tomorrow. He wants to pass that exam. I let Betty go into a trance for him so I could watch his reactions. He did not like the discomfort of his lids batting, but he started to go into a trance as he watched Betty go in. He struggled very much against it. I told him to let them go ahead, but he said it was an uncomfortable habit. After I dismissed Betty, I induced a trance in him by a fatigue technique, that is, just waiting and talking. He developed a perfectly beautiful hypno-anesthesia with his right hand, and of the left thumb and the left forefinger. That distressed him terribly because he sensed this more than he did this. He became awfully uneasy and then he began to feel a little bit strange. So I let him wake up, and he told me he discovered his hand, so he corrected that right away. He couldn't stand it to have hypno-anesthesia of the hand. He corrected this, and I put him back in a trance, and he developed a very profound hypno-anesthesia of the left hand, completing what he had started.",ERICKSON_UTILIZATION_RESISTANCE,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",487,Am I going to get anywhere with him?,ERICKSON_UTILIZATION_OF_DOUBT,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",488,I don't know.,ERICKSON_STRATEGIC_IGNORANCE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",489,"Yes. He's coming back later this afternoon, and I wonder if I can, if he will make any progress in acceptance of the unusual, the unfamiliar, rather than interpreting it as uncomfortable. He also has the typical mystical conception of hypnosis.",ERICKSON_REFRAMING_INDIRECT,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",491,One stroke at a time. He's a professional golfer now.,ERICKSON_METAPHOR_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",492,"Yes. In a light trance or a medium trance, or, for that matter, a deep one. Every time they write the exam that way I find they passed.",ERICKSON_TRUISM_SUGGESTION,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",493,"I did one over the telephone long distance. He paid the bill. It took about 20 minutes, half an hour. I told him to get a chair, sit down, hold the phone, lean back, be comfortable.",ERICKSON_INDUCTION_PREPARATION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",494,"Well, it would be nice to feel comfortable when you write an exam, and suppose that this year, since you're a junior, you go in and happily write a 'D' exam. All you have to do is write enough on each question to merit a 'D.' Write it happily. Next year is another year.",ERICKSON_PARADOXICAL_INTENTION,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",495,"I told him to write a ""D,"" a ""D"" grade exam, for all of them.",ERICKSON_PARADOXICAL_TASK,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",496,"Yes. So he could learn to write an examination comfortably. I didn't tell him what I expected him to do. But you see, there was no overwhelming or frightening burden that he was carrying.",ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",497,"Well, take this junior in college. He had been writing ""F"" or ""D"" exam papers right along. You're sure he's going to do it. You would like to have him do it comfortably. He got an ""F"" or a ""D"" in the past because he fought hard against what he was doing. All right, now let him go along comfortably with what he's doing. He's a good student. If he goes along comfortably with what he's doing, he's going to write an ""A"" exam. But as surely as he fights - so you give him the task of writing a ""D"" exam, which he's been doing right along. Then he doesn't have to fight against his symptom.",ERICKSON_UTILIZATION_PARADOX,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",498,"No, he can't.",ERICKSON_PARADOXICAL_INTENTION,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",500,All you've done is taught him to take control.,ERICKSON_REFRAMING_MINIMIZATION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",501,"For years you have rigidly refused to play a concert in the concert hall, and you know that music is fluid, and that it should stream not only through and off the stage and through the concert hall, but the music should stream and flow in fluid fashion through the corridors, through the doorways, through the windows. The artist is always a part of his music, and his fluid movements of his hands. There's no room for rigidities.",ERICKSON_METAPHOR_CONTRAST,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",502,"Because at the end of the third hour, I said that I had completed therapy. I waited until the fourth hour to state that he was rigid. I had completed therapy, you see.",ERICKSON_STRATEGIC_TIMING,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",503,"You want to insult him, you see. So you offer him the one thing in your culture that he can interpret as a courtesy. But which you know is an insult. You want to insult him. But it's your satisfaction in knowing that he's insulted. You don't care whether he discovers it or not. Next week, when he discovers that he was insulted, it's too late to feel bad about it, you see?",ERICKSON_PARADOXICAL_COMMUNICATION,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",504,"Because he's mentioned his stilted walk onto the platform, his stilted movement is limiting. How it had been going on year after year, and he was always forced to give the same weak excuses.",ERICKSON_OBSERVATIONAL_LINKING,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",507,"He had to walk out there freely, fluidly.",ERICKSON_PROCESS_PRESUPPOSITION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",508,"The only way he could put me, a tone deaf person, in my place and keep me there was to prove conclusively to all the world the rightness of his elaboration of the fluidity of music.",ERICKSON_REFRAMING_AND_UTILIZATION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",509,"But he was in a trance, and he couldn't make mention of it.",ERICKSON_TRUISM_UTILIZATION,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",510,When he got out there on the stage.,ERICKSON_TEMPORAL_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",511,"Yes. Oh, there's no question at all about that. He had to.",ERICKSON_INEVITABILITY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",512,Oh yes.,ERICKSON_PRESUPPOSITION_CERTAINTY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",515,One-upmanship. It's the same technique.,ERICKSON_UTILIZATION_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",516,"But it isn't for the purpose of putting the man up; it's for the purpose of putting the goal up. He came for therapy, let's really put that goal up. Because I really don't need to enter into competition with him. It's unnecessary. But the thing I want is therapy; the thing he wants is therapy. We've got a common goal, and you should be willing to use any technique to achieve that end.",ERICKSON_REFRAMING_GOAL_ALIGNMENT,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",517,"That's right. But you should be aware of this technique, thut technique, this procedure, that procedure.",ERICKSON_UTILIZATION_AND_REDIRECTION,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",518,"Yes, but not because it's personal.",ERICKSON_REFRAMING_DEPERSONALIZATION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",519,"It's not a personal, emotional need on my part. It's a need for me to take charge to achieve that goal.",ERICKSON_PROFESSIONAL_AUTHORITY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",520,"His original explanation was that his parents set out to make him a famous musician when he was a little child, because of his unusual talent for music. They bossed him in everything. Supervision had been very, very rigid, and he had rebelled-not against the talent - but against his parents. And they weren't quite certain if they wanted him to be a pianist but ...",ERICKSON_CASE_HISTORY_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",522,"That he was so rigid - so stilted, I mean. So stilted and so hollow and so stagestruck.",ERICKSON_REPETITIVE_INTENSIFICATION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",523,"Yes. Because it didn't fit in with fluid music. Now, the therapy was primarily oriented to the future, without any real analysis, or real consideration, of the dynamics of the past. Over and over again you have that sort of thing.",ERICKSON_REFRAMING_FUTURE_ORIENTATION,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",524,"Well, you see, he had to do a lot of thinking in his unconscious mind about the meaning of fluidity. About flowing. I forced him into that by confessing my own tone deafness and my own absolute ignorance of music. My inability to even touch a piano key. He had to do a lot of thinking; and yet I described this matter of angular movement, with his fingers and hands over the keyboard. I forced him into an analysis of that. What fluidity there was. So he was doing something.",ERICKSON_STRATEGIC_IGNORANCE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",525,"The doing was thinking. Because sometimes you assign a task with the patient knowing it's an assignment, and sometimes you assign a task without the patient knowing it's being assigned. But you know that there's no way for them to escape doing it.",ERICKSON_STRATEGIC_TASKING,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",526,"You're required it of them. I can think of Tom, who said, ""I just can't find anything of interest. I just sit in my room and waste time. The days go by, and they're so long and dreary arid depressing, and 1 do nothing. I just waste my time."" I asked him, ""Well, do you have to waste time sitting in your room? Can't you waste time elsewhere? You're lonesome, you're miserable, you have no contact with people. Why can't you waste your time where you have no contact with people because it's externally forbidden? Go down to the library and sit there and waste your time. There's silence in the library.""",ERICKSON_PARADOXICAL_UTILIZATION,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",527,"Well, isn't that true?",ERICKSON_TRUISM_YES_SET,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",528,And her education?,ERICKSON_PRECISION_GATHERING,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",529,Let's see him now.,ERICKSON_TEMPORAL_IMMEDIACY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",530,"How do you do. Sit down here, please. This gentleman wants me to interview you.",ERICKSON_RAPPORT_DISPLACEMENT,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",531,You're a college grad.,ERICKSON_TRUISM,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",532,And an engineer.,ERICKSON_PACING_IDENTITY,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",533,You get depressed!,ERICKSON_TRUISM_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",534,"And in your depression you feel you don't want very much, and you're incapable of a lot of things?",ERICKSON_PACING_TRUISM,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",535,Are you right or left handed?,ERICKSON_UTILIZATION_INQUIRY,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",536,And you know that there's two sides to your body?,ERICKSON_TRUISM_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",537,Do you think you know them both?,ERICKSON_PRESUPPOSITION_INTERROGATIVE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",538,Are you right or left footed?,ERICKSON_ATTENTIONAL_SHIFT,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",539,"Well, are you right or left eyed?",ERICKSON_UTILIZATION_INQUIRY,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",540,How would you find out if you're right or left eyed? You're an engineer.,ERICKSON_UTILIZATION_IDENTITY,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",541,Do you know Jay Haley?,ERICKSON_YES_SET_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",543,"Through one eye. With both open. Which is he using Jay, right or left eye?",ERICKSON_OBSERVATION_DOUBLE_BIND,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",544,Mmmm. Willyou put your hands up like this over your head and clasp them and bring them down tightly.,ERICKSON_IDEOMOTOR_RITUAL,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",545,Are you right or left thumbed?,ERICKSON_UNCONSCIOUS_HABIT_INQUIRY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",546,"Look. I'm right thumbed, and the dominant thumb is on top.",ERICKSON_TRUISM_OBSERVATION,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",550,Do you suppose you know those things about functioning in your depressed states?,ERICKSON_INTERROGATIVE_PROBE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",553,"Now a friend of mine is making a study of the laterality of the body. The right and left sidedness of the body. He's utterly fascinated. Eventually football coaches are going to make use of it, because there's nothing more horrible than 6'6"" of brawn and brain and agility and speed, quick thinking, and right eyed, and right shouldered, and right handed, and right legged, and left hipped. Because he's a tragedy for the coach.",ERICKSON_ANECDOTAL_SEEDING,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",554,Most of the dominance.,ERICKSON_TRUISM_QUANTIFIER,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",555,Because you can't make a man into a good football player if he's right legged and right footed and right handed and right armed and right shouldered and right eyed and left hipped.,ERICKSON_OBSERVATIONAL_TRUISM,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",559,"Yes, but it's broken at the middle. And so he never is really, fully coordinated. It's like breaking step when you're marching. There's that awkward pause when you break step. That's why he doesn't make a good football player. Now, when you get depressed, what happens to you?",ERICKSON_ANALOGY_BRIDGE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",560,"What do you mean, ""inadequacies""?",ERICKSON_DENOMINALIZATION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",561,Is she?,ERICKSON_AMBIGUOUS_INTERROGATIVE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",562,"What's ""okay""?",ERICKSON_PRECISION_PROBE,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",564,Isn't that right?,ERICKSON_TAG_QUESTION_YES_SET,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",565,So why would I bother to look at the outside to see if it were smoothly polished?,ERICKSON_RHETORICAL_INQUIRY,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",566,"Yes, you might. But you never stop there, do you?",ERICKSON_TAG_QUESTION_PRESUPPOSITION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",567,"I think so. Let's see, inadequacy or incompleteness of functioning; you said inadequacy.",ERICKSON_UTILIZATION_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",568,"Is it inadequacy? Or incompleteness? I think you're adequate to walk across this room, but I know you'd walk incompletely across it.",ERICKSON_DISTINCTION_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",569,"Now, I'll give you a nice little question. It sounds like a riddle, and it can be used as a riddle. But I know you know the answer.",ERICKSON_PRESUPPOSITION_ENGAGEMENT,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",570,"There's a family of nine children, and the first one is named One. The second one is named Two. The third one is named Three. What are the last three names?",ERICKSON_CONFUSION_PATTERN,Confusion
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",572,"Is it inadequacy when the last three were named Thirteen, Seventeen, and Nineteen? What was the name of the family!",ERICKSON_REFRAMING_RIDDLE,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",573,"What was the name of that family? I've given you six numbers, haven't I?",ERICKSON_CONFUSION_INTERRUPTION,Confusion
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",574,What are those numbers?,ERICKSON_DIRECT_INQUIRY_FOCUS,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",575,"Well, certainly.",ERICKSON_YES_SET_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",576,"That's right. They're prime numbers. You knew that all the time. Were you inadequate to answer that question, or did you know about prime numbers all the time?",ERICKSON_DOUBLE_BIND,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",577,Why? Because I planted an even number into it.,ERICKSON_POST_HYPNOTIC_EXPLANATION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",578,"One, two, three. And that even number throws anybody and everybody off.",ERICKSON_PATTERN_INTERRUPTION,Confusion
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",579,Is a sequence of counting?,ERICKSON_TRUISM_QUESTION,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",580,I said it was a family. Not a sequence.,ERICKSON_PRECISION_CORRECTION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",581,And you know the difference between a sequence and a family.,ERICKSON_TRUISM_PRESUPPOSITION,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",582,"No, there isn't. But I pointed out that I had deliberately omitted the three intervening numbers.",ERICKSON_META_COMMUNICATION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",583,"So I said it isn't a sequence, it's the family.",ERICKSON_REFRAMING_HOLISM,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",584,That's right.,ERICKSON_YES_SET_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",585,"Fine, and you described exactly what I wanted you to. No matter how depressed you are, your mind can take the backward trail. Back to those days in college.",ERICKSON_UTILIZATION_TRUISM,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",586,Why don't you turn around and back up into the future?,ERICKSON_PARADOXICAL_METAPHOR,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",587,"Isn't that a delightful experience-to suddenly come to that, for the first time in a long period of time?",ERICKSON_INTERROGATIVE_REFRAMING,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",588,"Is it? You can change, can't you?",ERICKSON_TAG_QUESTION,Other
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",589,"Well, it's much easier to visualize your office than it would be something that's really painful, isn't it?",ERICKSON_TRUISM_TAG_QUESTION,Truism
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",591,That's right.,ERICKSON_YES_SET_PACING,Pacing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",592,Is anything wrong with that?,ERICKSON_UTILIZATION_QUESTION,Utilization
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",593,"Well, there's a deuce of a lot of things going on all the time, but are you going to give your attention to all of those things or to selected things?",ERICKSON_DOUBLE_BIND_ATTENTION,Double Bind
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",594,That's right. How's your crying feeling?,ERICKSON_VALIDATION_REFRAME,Reframing
"Milton H. Erickson - Conversations With Milton H. Erickson, MD_ Changing Individuals (1985, W W Norton & Co Inc) - libgen.lc",596,What other things could I bring back?,ERICKSON_PRESUPPOSITION_POSSIBILITY,Other
